Planning Region,town,street_name,Flat_Type,Storey_Level,Resale Price,Area (SQM),Sales,Area Unit (PSF)
North Region,YISHUN,YISHUN AVE 3,5 ROOM,01 TO 03,440000,122,2,335.0604685
North Region,YISHUN,YISHUN AVE 3,3 ROOM,01 TO 05,300000,64,1,435.4834214
North Region,YISHUN,YISHUN AVE 3,4 ROOM,01 TO 05,376000,85.5,4,408.5564543
North Region,YISHUN,YISHUN AVE 3,3 ROOM,04 TO 06,284868.4211,64.05263158,19,413.1784639
North Region,YISHUN,YISHUN AVE 3,4 ROOM,04 TO 06,356339.1579,88.05263158,38,375.9685825
North Region,YISHUN,YISHUN AVE 3,5 ROOM,04 TO 06,437694,122,4,333.3044471
North Region,YISHUN,YISHUN AVE 3,4 ROOM,06 TO 10,388020,84,4,429.1461008
North Region,YISHUN,YISHUN AVE 3,3 ROOM,07 TO 09,278071.4286,64,14,403.6516571
North Region,YISHUN,YISHUN AVE 3,4 ROOM,07 TO 09,354640.7742,88.35483871,31,372.8968147
North Region,YISHUN,YISHUN AVE 3,5 ROOM,07 TO 09,444000,122,2,338.1064728
North Region,YISHUN,YISHUN AVE 3,3 ROOM,10 TO 12,295285.7143,64,7,428.6401105
North Region,YISHUN,YISHUN AVE 3,4 ROOM,10 TO 12,356609.375,88.6875,32,373.5602773
North Region,YISHUN,YISHUN AVE 3,5 ROOM,10 TO 12,453888,122,1,345.6361953
North Region,YISHUN,YISHUN AVE 4,3 ROOM,01 TO 03,276125,70.25,8,365.1655053
North Region,YISHUN,YISHUN AVE 4,4 ROOM,01 TO 03,358524.3902,95.02439024,41,350.5209338
North Region,YISHUN,YISHUN AVE 4,5 ROOM,01 TO 03,448335.8182,123.8181818,22,336.3948666
North Region,YISHUN,YISHUN AVE 4,EXECUTIVE,01 TO 03,685555.5556,166.3333333,9,382.9073557
North Region,YISHUN,YISHUN AVE 4,MULTI-GENERATION,01 TO 03,695000,179,1,360.7132697
North Region,YISHUN,YISHUN AVE 4,3 ROOM,01 TO 05,342000,74,1,429.3631139
North Region,YISHUN,YISHUN AVE 4,4 ROOM,01 TO 05,446000,104.5,2,396.5052243
North Region,YISHUN,YISHUN AVE 4,EXECUTIVE,01 TO 05,670000,165,1,377.2430123
North Region,YISHUN,YISHUN AVE 4,3 ROOM,04 TO 06,292777.7778,71.77777778,9,378.9469772
North Region,YISHUN,YISHUN AVE 4,4 ROOM,04 TO 06,366217.194,95.34328358,67,356.8444706
North Region,YISHUN,YISHUN AVE 4,5 ROOM,04 TO 06,468722.2222,123.7777778,18,351.8059726
North Region,YISHUN,YISHUN AVE 4,EXECUTIVE,04 TO 06,735743.1111,169.6666667,9,402.8654489
North Region,YISHUN,YISHUN AVE 4,MULTI-GENERATION,04 TO 06,772648,169.3333333,6,423.906009
North Region,YISHUN,YISHUN AVE 4,3 ROOM,06 TO 10,333000,74,1,418.0640846
North Region,YISHUN,YISHUN AVE 4,4 ROOM,06 TO 10,411200,96,5,397.9350731
North Region,YISHUN,YISHUN AVE 4,5 ROOM,06 TO 10,500000,121.5,2,382.317407
North Region,YISHUN,YISHUN AVE 4,EXECUTIVE,06 TO 10,700000,164,1,396.5377496
North Region,YISHUN,YISHUN AVE 4,3 ROOM,07 TO 09,290181.8182,71.27272727,11,378.2484575
North Region,YISHUN,YISHUN AVE 4,4 ROOM,07 TO 09,370380.8,95.12,50,361.7486919
North Region,YISHUN,YISHUN AVE 4,5 ROOM,07 TO 09,456315.7895,122.8421053,19,345.1028862
North Region,YISHUN,YISHUN AVE 4,EXECUTIVE,07 TO 09,745250,173.875,8,398.194436
North Region,YISHUN,YISHUN AVE 4,MULTI-GENERATION,07 TO 09,787296,169,3,432.794453
North Region,YISHUN,YISHUN AVE 4,3 ROOM,10 TO 12,309285.7143,72.57142857,7,395.9355832
North Region,YISHUN,YISHUN AVE 4,4 ROOM,10 TO 12,360138.8478,92.58695652,46,361.3686789
North Region,YISHUN,YISHUN AVE 4,5 ROOM,10 TO 12,486213.5385,123.8461538,13,364.7328409
North Region,YISHUN,YISHUN AVE 4,EXECUTIVE,10 TO 12,754200,170.8,5,410.2315022
North Region,YISHUN,YISHUN AVE 4,MULTI-GENERATION,10 TO 12,765200,167,5,425.6854791
North Region,YISHUN,YISHUN AVE 5,3 ROOM,01 TO 03,290997.1376,68.89908257,109,392.3788804
North Region,YISHUN,YISHUN AVE 5,4 ROOM,01 TO 03,359307.7308,92.38461539,26,361.3243682
North Region,YISHUN,YISHUN AVE 5,5 ROOM,01 TO 03,424833.3333,121.3333333,6,325.2885689
North Region,YISHUN,YISHUN AVE 5,EXECUTIVE,01 TO 03,570000,163,1,324.8759757
North Region,YISHUN,YISHUN AVE 5,3 ROOM,01 TO 05,325153.8462,68.69230769,13,439.7553529
North Region,YISHUN,YISHUN AVE 5,4 ROOM,01 TO 05,390200,92,5,394.0304488
North Region,YISHUN,YISHUN AVE 5,3 ROOM,04 TO 06,290993.4286,69.20535714,112,390.637393
North Region,YISHUN,YISHUN AVE 5,4 ROOM,04 TO 06,373646.2727,93.36363636,11,371.8033012
North Region,YISHUN,YISHUN AVE 5,5 ROOM,04 TO 06,425000,121,3,326.3126464
North Region,YISHUN,YISHUN AVE 5,3 ROOM,06 TO 10,338630,68.9,10,456.6006804
North Region,YISHUN,YISHUN AVE 5,5 ROOM,06 TO 10,525000,121,1,403.0920926
North Region,YISHUN,YISHUN AVE 5,3 ROOM,07 TO 09,306526.6139,70.01980198,101,406.7032614
North Region,YISHUN,YISHUN AVE 5,4 ROOM,07 TO 09,361125,93,8,360.7488472
North Region,YISHUN,YISHUN AVE 5,5 ROOM,07 TO 09,467500,122,4,356.0017478
North Region,YISHUN,YISHUN AVE 5,EXECUTIVE,07 TO 09,700000,163,1,398.9704965
North Region,YISHUN,YISHUN AVE 5,3 ROOM,10 TO 12,310813.7679,68.69642857,112,420.3358523
North Region,YISHUN,YISHUN AVE 5,4 ROOM,10 TO 12,398651.7333,93.46666667,15,396.2481502
North Region,YISHUN,YISHUN AVE 5,5 ROOM,10 TO 12,517600,121.8,5,394.8001645
North Region,YISHUN,YISHUN AVE 5,EXECUTIVE,10 TO 12,687900,163,2,392.0740065
North Region,YISHUN,YISHUN AVE 5,3 ROOM,11 TO 15,344000,67,4,476.9951744
North Region,YISHUN,YISHUN AVE 6,3 ROOM,01 TO 03,276276.4615,72.42307692,26,354.4028932
North Region,YISHUN,YISHUN AVE 6,4 ROOM,01 TO 03,334169.6344,95.34408602,93,325.6143748
North Region,YISHUN,YISHUN AVE 6,5 ROOM,01 TO 03,367666.6667,122,6,279.9785582
North Region,YISHUN,YISHUN AVE 6,EXECUTIVE,01 TO 03,505510,144.9,10,324.1094631
North Region,YISHUN,YISHUN AVE 6,3 ROOM,01 TO 05,303800,73.4,5,384.5227638
North Region,YISHUN,YISHUN AVE 6,4 ROOM,01 TO 05,353909.0909,98.90909091,11,332.4190117
North Region,YISHUN,YISHUN AVE 6,3 ROOM,04 TO 06,290056.8571,72.57142857,42,371.3195456
North Region,YISHUN,YISHUN AVE 6,4 ROOM,04 TO 06,331597.8144,92.73195876,97,332.2099009
North Region,YISHUN,YISHUN AVE 6,5 ROOM,04 TO 06,407818.1818,122,11,310.5539797
North Region,YISHUN,YISHUN AVE 6,EXECUTIVE,04 TO 06,534043.4783,144.3913043,23,343.6101008
North Region,YISHUN,YISHUN AVE 6,3 ROOM,06 TO 10,310833.3333,73,3,395.5806787
North Region,YISHUN,YISHUN AVE 6,4 ROOM,06 TO 10,366807.6923,97.84615385,13,348.2771816
North Region,YISHUN,YISHUN AVE 6,5 ROOM,06 TO 10,433000,122,1,329.7299611
North Region,YISHUN,YISHUN AVE 6,EXECUTIVE,06 TO 10,552000,142,1,361.1445613
North Region,YISHUN,YISHUN AVE 6,3 ROOM,07 TO 09,288343.3171,73.56097561,41,364.1604318
North Region,YISHUN,YISHUN AVE 6,4 ROOM,07 TO 09,338931.9101,94.51685393,89,333.1451901
North Region,YISHUN,YISHUN AVE 6,5 ROOM,07 TO 09,424833.3333,122,6,323.5110357
North Region,YISHUN,YISHUN AVE 6,EXECUTIVE,07 TO 09,499111.1111,143,9,324.2586321
North Region,YISHUN,YISHUN AVE 6,3 ROOM,10 TO 12,301742.8571,73.48571429,35,381.4735439
North Region,YISHUN,YISHUN AVE 6,4 ROOM,10 TO 12,341398.902,93.6372549,102,338.7223021
North Region,YISHUN,YISHUN AVE 6,5 ROOM,10 TO 12,428423.5,122,8,326.2449514
North Region,YISHUN,YISHUN AVE 6,EXECUTIVE,10 TO 12,538535.2727,143.7272727,11,348.1010351
North Region,YISHUN,YISHUN AVE 6,3 ROOM,11 TO 15,320000,74,1,401.7432645
North Region,YISHUN,YISHUN AVE 6,4 ROOM,11 TO 15,381500,94.5,2,375.0533763
North Region,YISHUN,YISHUN AVE 7,3 ROOM,01 TO 03,274333.3333,64,3,398.2253954
North Region,YISHUN,YISHUN AVE 7,4 ROOM,01 TO 03,321600,88.3,10,338.3651934
North Region,YISHUN,YISHUN AVE 7,5 ROOM,01 TO 03,432800,125.4,5,320.6417434
North Region,YISHUN,YISHUN AVE 7,4 ROOM,01 TO 05,382250,98.5,4,360.5301666
North Region,YISHUN,YISHUN AVE 7,5 ROOM,01 TO 05,444000,132,2,312.492346
North Region,YISHUN,YISHUN AVE 7,3 ROOM,04 TO 06,278625,64,8,404.4552277
North Region,YISHUN,YISHUN AVE 7,4 ROOM,04 TO 06,325650,90.65,20,333.7441175
North Region,YISHUN,YISHUN AVE 7,5 ROOM,04 TO 06,426045.4545,127.7272727,11,309.8864899
North Region,YISHUN,YISHUN AVE 7,4 ROOM,06 TO 10,358000,84,1,395.9442917
North Region,YISHUN,YISHUN AVE 7,3 ROOM,07 TO 09,276833.3333,64,6,401.8544239
North Region,YISHUN,YISHUN AVE 7,4 ROOM,07 TO 09,337600,91.6,10,342.4028019
North Region,YISHUN,YISHUN AVE 7,5 ROOM,07 TO 09,429900,126.5,10,315.7237593
North Region,YISHUN,YISHUN AVE 7,3 ROOM,10 TO 12,263333.3333,64,3,382.2576699
North Region,YISHUN,YISHUN AVE 7,4 ROOM,10 TO 12,349909.0909,90.90909091,11,357.584147
North Region,YISHUN,YISHUN AVE 7,5 ROOM,10 TO 12,415800,123,5,314.0578977
North Region,YISHUN,YISHUN AVE 7,4 ROOM,11 TO 15,370000,84,1,409.2161674
North Region,YISHUN,YISHUN AVE 7,5 ROOM,11 TO 15,490000,133,1,342.2746891
North Region,YISHUN,YISHUN AVE 7,3 ROOM,13 TO 15,288444,64,2,418.7086
North Region,YISHUN,YISHUN AVE 7,4 ROOM,13 TO 15,347666.6667,103.6666667,3,311.5690177
North Region,YISHUN,YISHUN AVE 7,5 ROOM,13 TO 15,445000,131.6666667,3,313.9890593
North Region,YISHUN,YISHUN AVE 7,4 ROOM,16 TO 18,429000,104,2,383.2254109
North Region,YISHUN,YISHUN AVE 7,5 ROOM,16 TO 18,437500,133,2,305.602401
North Region,YISHUN,YISHUN AVE 9,3 ROOM,01 TO 03,294000,67,5,407.6644805
North Region,YISHUN,YISHUN AVE 9,4 ROOM,01 TO 03,342851.8519,92.25925926,27,345.2445899
North Region,YISHUN,YISHUN AVE 9,5 ROOM,01 TO 03,488400,112,5,405.1240058
North Region,YISHUN,YISHUN AVE 9,4 ROOM,01 TO 05,358472,89,4,374.1929302
North Region,YISHUN,YISHUN AVE 9,3 ROOM,04 TO 06,310000,67,1,429.8503026
North Region,YISHUN,YISHUN AVE 9,4 ROOM,04 TO 06,345230.0952,88.88095238,42,360.8529784
North Region,YISHUN,YISHUN AVE 9,5 ROOM,04 TO 06,513185.0667,112,15,425.683026
North Region,YISHUN,YISHUN AVE 9,4 ROOM,06 TO 10,382000,91,3,389.9889629
North Region,YISHUN,YISHUN AVE 9,3 ROOM,07 TO 09,332000,67,1,460.3558079
North Region,YISHUN,YISHUN AVE 9,4 ROOM,07 TO 09,369891.6,89.575,40,383.6348017
North Region,YISHUN,YISHUN AVE 9,5 ROOM,07 TO 09,520222.1538,112,13,431.5202352
North Region,YISHUN,YISHUN AVE 9,3 ROOM,10 TO 12,324000,67,3,449.2628969
North Region,YISHUN,YISHUN AVE 9,4 ROOM,10 TO 12,369465.093,90.04651163,43,381.1859328
North Region,YISHUN,YISHUN AVE 9,5 ROOM,10 TO 12,530625,112,8,440.1493152
North Region,YISHUN,YISHUN AVE 9,3 ROOM,13 TO 15,327200,67,5,453.7000613
North Region,YISHUN,YISHUN AVE 9,4 ROOM,13 TO 15,430934.5882,92,17,435.1649134
North Region,YISHUN,YISHUN AVE 9,5 ROOM,13 TO 15,535314.6667,112,12,444.0393573
North Region,YISHUN,YISHUN CTRL,3 ROOM,01 TO 03,295375,74,8,370.8278648
North Region,YISHUN,YISHUN CTRL,4 ROOM,01 TO 03,358778.9474,105.7894737,19,315.0756497
North Region,YISHUN,YISHUN CTRL,5 ROOM,01 TO 03,441600,122,5,336.2788702
North Region,YISHUN,YISHUN CTRL,EXECUTIVE,01 TO 03,564166.6667,145.3333333,6,360.6388701
North Region,YISHUN,YISHUN CTRL,3 ROOM,01 TO 05,319750,74,4,401.4294025
North Region,YISHUN,YISHUN CTRL,4 ROOM,01 TO 05,435000,108,1,374.1931621
North Region,YISHUN,YISHUN CTRL,3 ROOM,04 TO 06,302899.9,74,10,380.2749832
North Region,YISHUN,YISHUN CTRL,4 ROOM,04 TO 06,371451.6522,106,23,325.5568028
North Region,YISHUN,YISHUN CTRL,5 ROOM,04 TO 06,453333.3333,122,9,345.213816
North Region,YISHUN,YISHUN CTRL,EXECUTIVE,04 TO 06,556000,145.6923077,13,354.5426732
North Region,YISHUN,YISHUN CTRL,4 ROOM,06 TO 10,410000,108,1,352.687808
North Region,YISHUN,YISHUN CTRL,EXECUTIVE,06 TO 10,549333.3333,143.3333333,3,356.0566467
North Region,YISHUN,YISHUN CTRL,3 ROOM,07 TO 09,312222.2222,74,18,391.9786712
North Region,YISHUN,YISHUN CTRL,4 ROOM,07 TO 09,399328,106.1904762,21,349.3610952
North Region,YISHUN,YISHUN CTRL,5 ROOM,07 TO 09,478888.8,122,10,364.6743311
North Region,YISHUN,YISHUN CTRL,EXECUTIVE,07 TO 09,533822,143,4,346.809333
North Region,YISHUN,YISHUN CTRL,3 ROOM,10 TO 12,315581.6471,74,17,396.1962534
North Region,YISHUN,YISHUN CTRL,4 ROOM,10 TO 12,394678.3158,105.3684211,19,347.9870959
North Region,YISHUN,YISHUN CTRL,5 ROOM,10 TO 12,494000,122,8,376.181526
North Region,YISHUN,YISHUN CTRL,EXECUTIVE,10 TO 12,571833.1667,146,6,363.8704861
North Region,YISHUN,YISHUN CTRL,4 ROOM,13 TO 15,342000,104,1,305.5083695
North Region,YISHUN,YISHUN CTRL,EXECUTIVE,13 TO 15,540000,142,1,353.2935926
North Region,YISHUN,YISHUN CTRL 1,4 ROOM,01 TO 03,451142.8571,104.1428571,7,402.4527905
North Region,YISHUN,YISHUN CTRL 1,5 ROOM,01 TO 03,495125,122.875,8,374.3533037
North Region,YISHUN,YISHUN CTRL 1,4 ROOM,04 TO 06,447142.8571,104.2857143,7,398.3380775
North Region,YISHUN,YISHUN CTRL 1,5 ROOM,04 TO 06,537462.6667,123,6,405.9509264
North Region,YISHUN,YISHUN CTRL 1,4 ROOM,06 TO 10,488000,104,1,435.9300711
North Region,YISHUN,YISHUN CTRL 1,5 ROOM,06 TO 10,523000,121,1,401.5565036
North Region,YISHUN,YISHUN CTRL 1,4 ROOM,07 TO 09,455000,104,1,406.4511933
North Region,YISHUN,YISHUN CTRL 1,5 ROOM,07 TO 09,552500,121.5,2,422.4607348
North Region,YISHUN,YISHUN CTRL 1,4 ROOM,10 TO 12,440000,104,1,393.0517035
North Region,YISHUN,YISHUN CTRL 1,5 ROOM,10 TO 12,545000,124,1,408.3242403
North Region,YISHUN,YISHUN RING RD,2 ROOM,01 TO 03,225000,47,2,444.7490261
North Region,YISHUN,YISHUN RING RD,3 ROOM,01 TO 03,286982.3243,70.28828829,222,379.3171922
North Region,YISHUN,YISHUN RING RD,4 ROOM,01 TO 03,355169.5223,94.61133603,247,348.7569423
North Region,YISHUN,YISHUN RING RD,5 ROOM,01 TO 03,455597.4894,123.2021277,94,343.5527742
North Region,YISHUN,YISHUN RING RD,EXECUTIVE,01 TO 03,550414.5926,146.0740741,54,350.0637517
North Region,YISHUN,YISHUN RING RD,3 ROOM,01 TO 05,313636.3636,67.68181818,22,430.5114818
North Region,YISHUN,YISHUN RING RD,4 ROOM,01 TO 05,403769.2308,97.30769231,13,385.4929082
North Region,YISHUN,YISHUN RING RD,5 ROOM,01 TO 05,466333.3333,121.8333333,6,355.599121
North Region,YISHUN,YISHUN RING RD,EXECUTIVE,01 TO 05,545000,145.5,2,347.9876687
North Region,YISHUN,YISHUN RING RD,2 ROOM,04 TO 06,224000,47,2,442.7723638
North Region,YISHUN,YISHUN RING RD,3 ROOM,04 TO 06,291590.519,69.93670886,316,387.3455344
North Region,YISHUN,YISHUN RING RD,4 ROOM,04 TO 06,366283.2702,94.96842105,285,358.3176582
North Region,YISHUN,YISHUN RING RD,5 ROOM,04 TO 06,457675.4659,123.1704545,88,345.2084627
North Region,YISHUN,YISHUN RING RD,EXECUTIVE,04 TO 06,564550.8333,146.25,48,358.6224917
North Region,YISHUN,YISHUN RING RD,3 ROOM,06 TO 10,322994.9091,69.40909091,22,432.3243196
North Region,YISHUN,YISHUN RING RD,4 ROOM,06 TO 10,386799.4783,91.73913044,23,391.7072465
North Region,YISHUN,YISHUN RING RD,5 ROOM,06 TO 10,489766.6667,121.3333333,6,375.0070571
North Region,YISHUN,YISHUN RING RD,EXECUTIVE,06 TO 10,550000,142,1,359.8360665
North Region,YISHUN,YISHUN RING RD,2 ROOM,07 TO 09,240000,47,1,474.3989612
North Region,YISHUN,YISHUN RING RD,3 ROOM,07 TO 09,298364.6586,70.32128514,249,394.176679
North Region,YISHUN,YISHUN RING RD,4 ROOM,07 TO 09,371852.0101,96.29020979,286,358.7718385
North Region,YISHUN,YISHUN RING RD,5 ROOM,07 TO 09,476393.3187,122.5274725,91,361.2123017
North Region,YISHUN,YISHUN RING RD,EXECUTIVE,07 TO 09,566570.5806,145,31,363.0081397
North Region,YISHUN,YISHUN RING RD,3 ROOM,10 TO 12,304013.728,70.728,125,399.3302068
North Region,YISHUN,YISHUN RING RD,4 ROOM,10 TO 12,378190.1608,94.57647059,255,371.4988455
North Region,YISHUN,YISHUN RING RD,5 ROOM,10 TO 12,482674,122.5333333,60,365.9569531
North Region,YISHUN,YISHUN RING RD,EXECUTIVE,10 TO 12,597240.6667,147.9583333,24,375.0077876
North Region,YISHUN,YISHUN RING RD,3 ROOM,11 TO 15,328333.3333,70.33333333,6,433.694706
North Region,YISHUN,YISHUN RING RD,4 ROOM,11 TO 15,412850,100.125,8,383.0717322
North Region,YISHUN,YISHUN RING RD,5 ROOM,11 TO 15,487500,128,2,353.8302799
North Region,YISHUN,YISHUN RING RD,EXECUTIVE,11 TO 15,540000,145,1,345.98407
North Region,YISHUN,YISHUN RING RD,3 ROOM,13 TO 15,316500,66.6,10,441.4991083
North Region,YISHUN,YISHUN RING RD,4 ROOM,13 TO 15,411447.3939,92.06060606,33,415.2128942
North Region,YISHUN,YISHUN RING RD,5 ROOM,13 TO 15,518563.4286,116.7142857,14,412.7700844
North Region,YISHUN,YISHUN RING RD,EXECUTIVE,13 TO 15,580000,142,1,379.4634884
North Region,YISHUN,YISHUN RING RD,4 ROOM,16 TO 18,370377.6,88.2,5,390.1274182
North Region,YISHUN,YISHUN RING RD,5 ROOM,16 TO 18,519000,109,2,442.3552699
North Region,YISHUN,YISHUN ST 11,3 ROOM,01 TO 03,287801.4915,69.07627119,118,387.0744453
North Region,YISHUN,YISHUN ST 11,4 ROOM,01 TO 03,361229.1765,94.58823529,51,354.7938177
North Region,YISHUN,YISHUN ST 11,5 ROOM,01 TO 03,439714.2857,122.5714286,14,333.2818576
North Region,YISHUN,YISHUN ST 11,EXECUTIVE,01 TO 03,750000,163,1,427.4683891
North Region,YISHUN,YISHUN ST 11,3 ROOM,01 TO 05,308750,69.75,8,411.2378689
North Region,YISHUN,YISHUN ST 11,4 ROOM,01 TO 05,386500,94,2,381.9899969
North Region,YISHUN,YISHUN ST 11,5 ROOM,01 TO 05,450000,121,1,345.5075079
North Region,YISHUN,YISHUN ST 11,3 ROOM,04 TO 06,290426.9774,68.45864662,133,394.1295446
North Region,YISHUN,YISHUN ST 11,4 ROOM,04 TO 06,375126.5833,96.5,48,361.1443907
North Region,YISHUN,YISHUN ST 11,5 ROOM,04 TO 06,470312.5,122.1875,16,357.5938888
North Region,YISHUN,YISHUN ST 11,3 ROOM,06 TO 10,324833.3333,67.16666667,6,449.3007449
North Region,YISHUN,YISHUN ST 11,4 ROOM,06 TO 10,416666.6667,94,3,411.8046538
North Region,YISHUN,YISHUN ST 11,3 ROOM,07 TO 09,303515.1474,68.51578947,95,411.5475773
North Region,YISHUN,YISHUN ST 11,4 ROOM,07 TO 09,377042.6667,97.7948718,39,358.182829
North Region,YISHUN,YISHUN ST 11,5 ROOM,07 TO 09,475875.52,122.76,25,360.1362435
North Region,YISHUN,YISHUN ST 11,3 ROOM,10 TO 12,306057.2235,68.6,85,414.4850437
North Region,YISHUN,YISHUN ST 11,4 ROOM,10 TO 12,380082.6512,96.06976744,43,367.5544228
North Region,YISHUN,YISHUN ST 11,5 ROOM,10 TO 12,482811,122.7083333,24,365.5387685
North Region,YISHUN,YISHUN ST 11,4 ROOM,11 TO 15,427000,91,1,435.9300711
North Region,YISHUN,YISHUN ST 20,4 ROOM,01 TO 03,376666.6667,91.33333333,6,383.1406452
North Region,YISHUN,YISHUN ST 20,5 ROOM,01 TO 03,458600,112,5,380.4051373
North Region,YISHUN,YISHUN ST 20,4 ROOM,01 TO 05,470000,90,1,485.1607895
North Region,YISHUN,YISHUN ST 20,5 ROOM,01 TO 05,504000,112.5,4,416.206022
North Region,YISHUN,YISHUN ST 20,4 ROOM,04 TO 06,391750,90.625,8,401.5978057
North Region,YISHUN,YISHUN ST 20,5 ROOM,04 TO 06,463481.3333,111.1666667,6,387.3361306
North Region,YISHUN,YISHUN ST 20,4 ROOM,07 TO 09,415937.5,90.875,8,425.2203092
North Region,YISHUN,YISHUN ST 20,5 ROOM,07 TO 09,496354.5455,111.2727273,11,414.4132345
North Region,YISHUN,YISHUN ST 20,4 ROOM,10 TO 12,440977.6,90.6,5,452.1876298
North Region,YISHUN,YISHUN ST 20,5 ROOM,10 TO 12,514330.7692,111.5384615,13,428.3987569
North Region,YISHUN,YISHUN ST 20,5 ROOM,11 TO 15,538000,111.5,4,448.2680169
North Region,YISHUN,YISHUN ST 20,4 ROOM,13 TO 15,413629.3333,90.66666667,3,423.832276
North Region,YISHUN,YISHUN ST 20,5 ROOM,13 TO 15,483750,111.25,4,403.9720368
North Region,YISHUN,YISHUN ST 21,3 ROOM,01 TO 03,295369.6947,67.87368421,95,404.2917287
North Region,YISHUN,YISHUN ST 21,4 ROOM,01 TO 03,370431.7838,94.16216216,37,365.4787798
North Region,YISHUN,YISHUN ST 21,5 ROOM,01 TO 03,452115.52,126.44,25,332.1966695
North Region,YISHUN,YISHUN ST 21,3 ROOM,01 TO 05,324571.4286,67.71428571,7,445.3078294
North Region,YISHUN,YISHUN ST 21,4 ROOM,01 TO 05,387500,93,2,387.0963746
North Region,YISHUN,YISHUN ST 21,5 ROOM,01 TO 05,481000,123,2,363.3041096
North Region,YISHUN,YISHUN ST 21,3 ROOM,04 TO 06,301304.2927,67.27642276,123,416.0761036
North Region,YISHUN,YISHUN ST 21,4 ROOM,04 TO 06,390017.6667,94.95,60,381.6099205
North Region,YISHUN,YISHUN ST 21,5 ROOM,04 TO 06,437340,123.6,20,328.7237446
North Region,YISHUN,YISHUN ST 21,3 ROOM,06 TO 10,334181.8182,67.54545455,11,459.639173
North Region,YISHUN,YISHUN ST 21,4 ROOM,06 TO 10,438500,94.83333333,6,429.5749293
North Region,YISHUN,YISHUN ST 21,5 ROOM,06 TO 10,487200,124.6,5,363.2616765
North Region,YISHUN,YISHUN ST 21,3 ROOM,07 TO 09,301199.7273,67.34090909,88,415.5334071
North Region,YISHUN,YISHUN ST 21,4 ROOM,07 TO 09,408866.0513,93.69230769,39,405.4221399
North Region,YISHUN,YISHUN ST 21,5 ROOM,07 TO 09,469060.1667,124.875,24,348.966227
North Region,YISHUN,YISHUN ST 21,3 ROOM,10 TO 12,311468.3288,67.36986301,73,429.515236
North Region,YISHUN,YISHUN ST 21,4 ROOM,10 TO 12,411719.5349,94.02325581,43,406.8146024
North Region,YISHUN,YISHUN ST 21,5 ROOM,10 TO 12,457823.2,122.3,20,347.7776633
North Region,YISHUN,YISHUN ST 21,4 ROOM,11 TO 15,463000,93,1,462.5177328
North Region,YISHUN,YISHUN ST 21,5 ROOM,11 TO 15,485000,121,1,372.3803141
North Region,YISHUN,YISHUN ST 22,3 ROOM,01 TO 03,273160.186,68.27906977,43,371.6722612
North Region,YISHUN,YISHUN ST 22,4 ROOM,01 TO 03,335558.4615,93.98461539,65,331.6971742
North Region,YISHUN,YISHUN ST 22,5 ROOM,01 TO 03,437000,125.6666667,3,323.0663218
North Region,YISHUN,YISHUN ST 22,EXECUTIVE,01 TO 03,576741.2667,156,15,343.4683899
North Region,YISHUN,YISHUN ST 22,3 ROOM,01 TO 05,277333.3333,64,3,402.5802296
North Region,YISHUN,YISHUN ST 22,4 ROOM,01 TO 05,364432,94.11111111,9,359.7542632
North Region,YISHUN,YISHUN ST 22,EXECUTIVE,01 TO 05,576500,157.5,2,340.0549485
North Region,YISHUN,YISHUN ST 22,3 ROOM,04 TO 06,277567.2432,68.5945946,37,375.9314536
North Region,YISHUN,YISHUN ST 22,4 ROOM,04 TO 06,337189.4857,90.57142857,70,345.8702053
North Region,YISHUN,YISHUN ST 22,5 ROOM,04 TO 06,397571.4286,123.5714286,7,298.9010526
North Region,YISHUN,YISHUN ST 22,EXECUTIVE,04 TO 06,587222.2222,157.6666667,9,346.013419
North Region,YISHUN,YISHUN ST 22,3 ROOM,06 TO 10,299000,64,1,434.03181
North Region,YISHUN,YISHUN ST 22,4 ROOM,06 TO 10,348000,84,1,384.8843953
North Region,YISHUN,YISHUN ST 22,3 ROOM,07 TO 09,289602.122,69.6097561,41,386.5111023
North Region,YISHUN,YISHUN ST 22,4 ROOM,07 TO 09,348089.9718,92.76056338,71,348.6249619
North Region,YISHUN,YISHUN ST 22,5 ROOM,07 TO 09,457500,125.5,2,338.6707724
North Region,YISHUN,YISHUN ST 22,EXECUTIVE,07 TO 09,555600,147.2,5,350.6588246
North Region,YISHUN,YISHUN ST 22,3 ROOM,10 TO 12,272878.7879,69.15151515,33,366.6050328
North Region,YISHUN,YISHUN ST 22,4 ROOM,10 TO 12,349899.6129,92.37096774,62,351.9154339
North Region,YISHUN,YISHUN ST 22,5 ROOM,10 TO 12,422500,124.25,4,315.9080272
North Region,YISHUN,YISHUN ST 22,EXECUTIVE,10 TO 12,556888,146,1,354.3605357
North Region,YISHUN,YISHUN ST 22,3 ROOM,11 TO 15,302000,64,1,438.3866442
North Region,YISHUN,YISHUN ST 22,4 ROOM,11 TO 15,354000,84,2,391.5203332
North Region,YISHUN,YISHUN ST 22,5 ROOM,11 TO 15,455000,122,1,346.4829845
North Region,YISHUN,YISHUN ST 31,3 ROOM,01 TO 03,295000,67,2,409.0510944
North Region,YISHUN,YISHUN ST 31,4 ROOM,01 TO 03,367966.6667,92,15,371.5788591
North Region,YISHUN,YISHUN ST 31,5 ROOM,01 TO 03,430000,112,1,356.6816595
North Region,YISHUN,YISHUN ST 31,3 ROOM,04 TO 06,304666.6667,67,3,422.4550285
