Planning Region,town,street_name,Flat_Type,Storey_Level,Resale Price,Area (SQM),Sales,Area Unit (PSF)
Central Region,BUKIT MERAH,JLN RUMAH TINGGI,4 ROOM,13 TO 15,617736,99.75,8,575.3344146
Central Region,BUKIT MERAH,JLN RUMAH TINGGI,5 ROOM,13 TO 15,722571.4286,132,7,508.5541462
Central Region,BUKIT MERAH,JLN RUMAH TINGGI,4 ROOM,16 TO 18,596333.3333,100.5833333,12,550.7993352
Central Region,BUKIT MERAH,JLN RUMAH TINGGI,5 ROOM,16 TO 18,780000,132,1,548.9730404
Central Region,BUKIT MERAH,JLN RUMAH TINGGI,4 ROOM,19 TO 21,628600,99.8,5,585.1593934
Central Region,BUKIT MERAH,JLN RUMAH TINGGI,5 ROOM,19 TO 21,702500,119.5,2,546.1460147
Central Region,BUKIT MERAH,JLN RUMAH TINGGI,4 ROOM,21 TO 25,607000,100,1,563.9219985
Central Region,BUKIT MERAH,JLN RUMAH TINGGI,4 ROOM,22 TO 24,625500,100,2,581.1090776
Central Region,BUKIT MERAH,JLN RUMAH TINGGI,5 ROOM,22 TO 24,710000,120,1,549.6768519
Central Region,BUKIT MERAH,KIM CHENG ST,3 ROOM,01 TO 03,627571.4286,82.42857143,14,707.3196702
Central Region,BUKIT MERAH,KIM CHENG ST,3 ROOM,04 TO 06,638333.3333,88,9,673.8995976
Central Region,BUKIT MERAH,KIM PONG RD,3 ROOM,01 TO 03,627350,85.83333333,12,679.0226627
Central Region,BUKIT MERAH,KIM PONG RD,3 ROOM,04 TO 06,615000,88,1,649.266192
Central Region,BUKIT MERAH,KIM TIAN PL,4 ROOM,01 TO 03,585000,90,5,603.8703444
Central Region,BUKIT MERAH,KIM TIAN PL,5 ROOM,01 TO 03,768600,124.6,5,573.0766103
Central Region,BUKIT MERAH,KIM TIAN PL,4 ROOM,01 TO 05,625000,90,1,645.1606244
Central Region,BUKIT MERAH,KIM TIAN PL,5 ROOM,01 TO 05,755000,115,1,609.9292442
Central Region,BUKIT MERAH,KIM TIAN PL,4 ROOM,04 TO 06,666933.3333,90.33333333,3,685.9062078
Central Region,BUKIT MERAH,KIM TIAN PL,5 ROOM,04 TO 06,781428.5714,126.2857143,7,574.8643898
Central Region,BUKIT MERAH,KIM TIAN PL,5 ROOM,06 TO 10,772000,131,1,547.4902007
Central Region,BUKIT MERAH,KIM TIAN PL,4 ROOM,07 TO 09,703750,100,2,653.8057767
Central Region,BUKIT MERAH,KIM TIAN PL,5 ROOM,07 TO 09,815000,115,3,658.4004424
Central Region,BUKIT MERAH,KIM TIAN PL,4 ROOM,10 TO 12,728000,100,7,676.3347857
Central Region,BUKIT MERAH,KIM TIAN PL,5 ROOM,10 TO 12,841555.5556,122.1111111,9,640.2623348
Central Region,BUKIT MERAH,KIM TIAN PL,4 ROOM,13 TO 15,753000,100,5,699.5605682
Central Region,BUKIT MERAH,KIM TIAN PL,5 ROOM,13 TO 15,821542.8571,119.5714286,7,638.3122096
Central Region,BUKIT MERAH,KIM TIAN PL,4 ROOM,16 TO 18,760972,100,4,706.9668057
Central Region,BUKIT MERAH,KIM TIAN PL,5 ROOM,16 TO 18,867857.1429,124.1428571,7,649.4666446
Central Region,BUKIT MERAH,KIM TIAN PL,4 ROOM,19 TO 21,764000,100,2,709.7799125
Central Region,BUKIT MERAH,KIM TIAN PL,5 ROOM,19 TO 21,836400,118.2,5,657.3957517
Central Region,BUKIT MERAH,KIM TIAN PL,4 ROOM,22 TO 24,773333.3333,100,3,718.4508713
Central Region,BUKIT MERAH,KIM TIAN PL,5 ROOM,22 TO 24,886000,121.4,5,678.0244901
Central Region,BUKIT MERAH,KIM TIAN PL,4 ROOM,25 TO 27,770000,101,1,708.2713864
Central Region,BUKIT MERAH,KIM TIAN PL,5 ROOM,25 TO 27,840000,115,1,678.596775
Central Region,BUKIT MERAH,KIM TIAN PL,4 ROOM,28 TO 30,784666.6667,101,3,721.76227
Central Region,BUKIT MERAH,KIM TIAN RD,3 ROOM,01 TO 03,398472,69,4,536.5115359
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,01 TO 03,611676.4706,94,17,604.5389214
Central Region,BUKIT MERAH,KIM TIAN RD,5 ROOM,01 TO 03,786444.4444,126.2222222,9,578.8453816
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,01 TO 05,616666.6667,88.66666667,3,646.1307907
Central Region,BUKIT MERAH,KIM TIAN RD,3 ROOM,04 TO 06,475250,62,4,712.1324595
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,04 TO 06,619611.0769,92.76923077,26,620.505397
Central Region,BUKIT MERAH,KIM TIAN RD,5 ROOM,04 TO 06,810600,122.8,5,613.2514422
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,06 TO 10,594000,97,2,568.9119501
Central Region,BUKIT MERAH,KIM TIAN RD,5 ROOM,06 TO 10,758500,110,2,640.6093094
Central Region,BUKIT MERAH,KIM TIAN RD,2 ROOM,07 TO 09,390000,47,2,770.898312
Central Region,BUKIT MERAH,KIM TIAN RD,3 ROOM,07 TO 09,372055.5556,65.55555556,9,527.2646279
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,07 TO 09,660611.0769,91,26,674.4267769
Central Region,BUKIT MERAH,KIM TIAN RD,5 ROOM,07 TO 09,787177.6,116.4,5,628.2754539
Central Region,BUKIT MERAH,KIM TIAN RD,2 ROOM,10 TO 12,384400,47,2,759.8290029
Central Region,BUKIT MERAH,KIM TIAN RD,3 ROOM,10 TO 12,420000,63.8,5,611.5880025
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,10 TO 12,654359.4375,91.5625,32,663.9403667
Central Region,BUKIT MERAH,KIM TIAN RD,5 ROOM,10 TO 12,839833.3333,120.8333333,6,645.7087884
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,11 TO 15,606500,90,2,626.0638699
Central Region,BUKIT MERAH,KIM TIAN RD,2 ROOM,13 TO 15,402000,47,1,794.6182601
Central Region,BUKIT MERAH,KIM TIAN RD,3 ROOM,13 TO 15,470000,62,1,704.2656622
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,13 TO 15,647037,90.58333333,24,663.6073133
Central Region,BUKIT MERAH,KIM TIAN RD,5 ROOM,13 TO 15,865400,117,5,687.1655438
Central Region,BUKIT MERAH,KIM TIAN RD,3 ROOM,16 TO 18,539500,62,4,808.4070739
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,16 TO 18,694750,90.75,12,711.2336033
Central Region,BUKIT MERAH,KIM TIAN RD,5 ROOM,16 TO 18,826543.1111,111.7777778,9,686.9741334
Central Region,BUKIT MERAH,KIM TIAN RD,2 ROOM,19 TO 21,408000,47,2,806.4782341
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,19 TO 21,725562.5,90.8125,16,742.2659567
Central Region,BUKIT MERAH,KIM TIAN RD,5 ROOM,19 TO 21,831626.1818,112.9090909,11,684.2732908
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,21 TO 25,715188,92,1,722.2087356
Central Region,BUKIT MERAH,KIM TIAN RD,2 ROOM,22 TO 24,399333.3333,47,3,789.3471605
Central Region,BUKIT MERAH,KIM TIAN RD,3 ROOM,22 TO 24,534000,62,3,800.1656673
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,22 TO 24,754142.8571,92.71428571,7,755.6789257
Central Region,BUKIT MERAH,KIM TIAN RD,5 ROOM,22 TO 24,830333.3333,111.1333333,15,694.1262645
Central Region,BUKIT MERAH,KIM TIAN RD,3 ROOM,25 TO 27,565000,62,3,846.6172322
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,25 TO 27,748111.1111,89.88888889,9,773.1974953
Central Region,BUKIT MERAH,KIM TIAN RD,5 ROOM,25 TO 27,837227,110.1666667,18,706.0303365
Central Region,BUKIT MERAH,KIM TIAN RD,5 ROOM,26 TO 30,820000,110,1,692.5506048
Central Region,BUKIT MERAH,KIM TIAN RD,3 ROOM,28 TO 30,546500,62,6,818.896137
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,28 TO 30,785000,89.33333333,3,816.3689214
Central Region,BUKIT MERAH,KIM TIAN RD,5 ROOM,28 TO 30,848339.6667,110,6,716.4855478
Central Region,BUKIT MERAH,KIM TIAN RD,3 ROOM,31 TO 33,544000,62,3,815.1500431
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,31 TO 33,794314.6667,92.16666667,6,800.6616853
Central Region,BUKIT MERAH,KIM TIAN RD,5 ROOM,31 TO 33,985000,113,1,809.8193182
Central Region,BUKIT MERAH,KIM TIAN RD,3 ROOM,34 TO 36,579500,62,4,868.3445771
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,34 TO 36,796543.1111,91.22222222,9,811.220625
Central Region,BUKIT MERAH,KIM TIAN RD,5 ROOM,34 TO 36,950000,113,1,781.0440125
Central Region,BUKIT MERAH,KIM TIAN RD,3 ROOM,37 TO 39,584333.3333,62,6,875.5870254
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,37 TO 39,777666.6667,91.33333333,6,791.0328543
Central Region,BUKIT MERAH,KIM TIAN RD,5 ROOM,37 TO 39,961500,113,2,790.4987558
Central Region,BUKIT MERAH,KIM TIAN RD,3 ROOM,40 TO 42,582500,62,2,872.8398898
Central Region,BUKIT MERAH,KIM TIAN RD,4 ROOM,40 TO 42,785250,91.75,4,795.1191581
Central Region,BUKIT MERAH,KIM TIAN RD,5 ROOM,40 TO 42,988000,113,1,812.285773
Central Region,BUKIT MERAH,LENGKOK BAHRU,4 ROOM,01 TO 03,515611.1111,92.66666667,18,516.9268277
Central Region,BUKIT MERAH,LENGKOK BAHRU,5 ROOM,01 TO 03,690090.9091,128.3636364,11,499.4530164
Central Region,BUKIT MERAH,LENGKOK BAHRU,4 ROOM,01 TO 05,469500,84,2,519.2621368
Central Region,BUKIT MERAH,LENGKOK BAHRU,4 ROOM,04 TO 06,536800,90.06666667,15,553.7054049
Central Region,BUKIT MERAH,LENGKOK BAHRU,5 ROOM,04 TO 06,685428.5714,120.7142857,7,527.5138666
Central Region,BUKIT MERAH,LENGKOK BAHRU,4 ROOM,06 TO 10,537666.6667,89.33333333,3,559.1520468
Central Region,BUKIT MERAH,LENGKOK BAHRU,4 ROOM,07 TO 09,561925.8667,91,15,573.677712
Central Region,BUKIT MERAH,LENGKOK BAHRU,5 ROOM,07 TO 09,722000,123,9,545.3338195
Central Region,BUKIT MERAH,LENGKOK BAHRU,4 ROOM,10 TO 12,554500,87.77272727,22,586.9110729
Central Region,BUKIT MERAH,LENGKOK BAHRU,5 ROOM,10 TO 12,691577.6,124.2,10,517.3085637
Central Region,BUKIT MERAH,LENGKOK BAHRU,4 ROOM,11 TO 15,502000,84,1,555.2068002
Central Region,BUKIT MERAH,LENGKOK BAHRU,5 ROOM,11 TO 15,650000,122,1,494.9756921
Central Region,BUKIT MERAH,LENGKOK BAHRU,5 ROOM,13 TO 15,820000,121,1,629.5914589
Central Region,BUKIT MERAH,LENGKOK BAHRU,4 ROOM,16 TO 18,714877.6,96.6,5,687.5193224
Central Region,BUKIT MERAH,LENGKOK BAHRU,4 ROOM,19 TO 21,720000,101,1,662.2797379
Central Region,BUKIT MERAH,LENGKOK BAHRU,5 ROOM,19 TO 21,820000,121,1,629.5914589
Central Region,BUKIT MERAH,LENGKOK BAHRU,5 ROOM,22 TO 24,860000,121,2,660.3032374
Central Region,BUKIT MERAH,LENGKOK BAHRU,4 ROOM,25 TO 27,744600,101,3,684.907629
Central Region,BUKIT MERAH,LENGKOK BAHRU,5 ROOM,25 TO 27,870000,120,1,673.5476918
Central Region,BUKIT MERAH,LENGKOK BAHRU,4 ROOM,28 TO 30,760000,101,1,699.0730567
Central Region,BUKIT MERAH,LENGKOK BAHRU,5 ROOM,28 TO 30,865000,121,2,664.1422097
Central Region,BUKIT MERAH,LIM LIAK ST,3 ROOM,01 TO 03,630311.75,83.9375,16,697.637342
Central Region,BUKIT MERAH,LIM LIAK ST,3 ROOM,01 TO 05,586000,88,3,618.6503878
Central Region,BUKIT MERAH,LIM LIAK ST,3 ROOM,04 TO 06,665750,88,4,702.8438493
Central Region,BUKIT MERAH,LOWER DELTA RD,2 ROOM,01 TO 03,251333.3333,42.33333333,6,551.5666138
Central Region,BUKIT MERAH,LOWER DELTA RD,2 ROOM,04 TO 06,255400,43,5,551.8013809
Central Region,BUKIT MERAH,LOWER DELTA RD,2 ROOM,06 TO 10,275000,43,1,594.1479238
Central Region,BUKIT MERAH,LOWER DELTA RD,2 ROOM,07 TO 09,263000,43.5,4,561.6901877
Central Region,BUKIT MERAH,LOWER DELTA RD,2 ROOM,10 TO 12,267715,42.55,20,584.5255329
Central Region,BUKIT MERAH,MOH GUAN TER,2 ROOM,01 TO 03,416296,58.33333333,3,663.003452
Central Region,BUKIT MERAH,MOH GUAN TER,3 ROOM,01 TO 03,620800,80.9,20,712.9080723
Central Region,BUKIT MERAH,MOH GUAN TER,3 ROOM,01 TO 05,555000,77,1,669.6264558
Central Region,BUKIT MERAH,MOH GUAN TER,2 ROOM,04 TO 06,454888,64,1,660.3206087
Central Region,BUKIT MERAH,MOH GUAN TER,3 ROOM,04 TO 06,654333.3333,84.33333333,3,720.8254704
Central Region,BUKIT MERAH,REDHILL CL,3 ROOM,01 TO 03,351000,60.5,6,538.9917123
Central Region,BUKIT MERAH,REDHILL CL,4 ROOM,01 TO 03,601900,93.2,5,599.9827671
Central Region,BUKIT MERAH,REDHILL CL,5 ROOM,01 TO 03,750000,137,1,508.5937769
Central Region,BUKIT MERAH,REDHILL CL,4 ROOM,01 TO 05,663000,100,1,615.9477513
Central Region,BUKIT MERAH,REDHILL CL,3 ROOM,04 TO 06,376000,59,3,592.0606245
Central Region,BUKIT MERAH,REDHILL CL,4 ROOM,04 TO 06,646666.6667,96.5,6,622.5632885
Central Region,BUKIT MERAH,REDHILL CL,5 ROOM,04 TO 06,783750,123.25,4,590.7734529
Central Region,BUKIT MERAH,REDHILL CL,5 ROOM,06 TO 10,746000,115,1,602.6585644
Central Region,BUKIT MERAH,REDHILL CL,3 ROOM,07 TO 09,373200,59,5,587.6516624
Central Region,BUKIT MERAH,REDHILL CL,4 ROOM,07 TO 09,699110.8889,99.55555556,9,652.3954325
Central Region,BUKIT MERAH,REDHILL CL,5 ROOM,07 TO 09,809000,120.5,2,623.7230879
Central Region,BUKIT MERAH,REDHILL CL,3 ROOM,10 TO 12,358333.3333,59,3,564.2421732
Central Region,BUKIT MERAH,REDHILL CL,4 ROOM,10 TO 12,663222,90.625,8,679.8940648
Central Region,BUKIT MERAH,REDHILL CL,5 ROOM,10 TO 12,829200,122.2,5,630.403235
Central Region,BUKIT MERAH,REDHILL CL,4 ROOM,11 TO 15,685000,100,2,636.3864399
Central Region,BUKIT MERAH,REDHILL CL,3 ROOM,13 TO 15,361357.1429,60.28571429,7,556.8684054
Central Region,BUKIT MERAH,REDHILL CL,4 ROOM,13 TO 15,705300,99.66666667,6,657.4372327
Central Region,BUKIT MERAH,REDHILL CL,5 ROOM,13 TO 15,816500,117.75,4,644.207266
Central Region,BUKIT MERAH,REDHILL CL,3 ROOM,16 TO 18,366500,59,2,577.1016459
Central Region,BUKIT MERAH,REDHILL CL,4 ROOM,16 TO 18,683377.6,91,5,697.669428
Central Region,BUKIT MERAH,REDHILL CL,5 ROOM,16 TO 18,880972,126,4,649.5639378
Central Region,BUKIT MERAH,REDHILL CL,4 ROOM,19 TO 21,698333.3333,90,3,720.8594709
Central Region,BUKIT MERAH,REDHILL CL,5 ROOM,19 TO 21,877666.6667,126,3,647.1268282
Central Region,BUKIT MERAH,REDHILL CL,4 ROOM,22 TO 24,727500,100,2,675.8702701
Central Region,BUKIT MERAH,REDHILL CL,5 ROOM,22 TO 24,877972,119.25,4,683.9945222
Central Region,BUKIT MERAH,REDHILL CL,4 ROOM,25 TO 27,713250,92.5,4,716.3584584
Central Region,BUKIT MERAH,REDHILL CL,5 ROOM,25 TO 27,833444,115,2,673.3004887
Central Region,BUKIT MERAH,REDHILL CL,5 ROOM,26 TO 30,810000,115,1,654.3611759
Central Region,BUKIT MERAH,REDHILL CL,4 ROOM,28 TO 30,732166.6667,95,6,716.0060521
Central Region,BUKIT MERAH,REDHILL CL,5 ROOM,28 TO 30,850000,115,1,686.675308
Central Region,BUKIT MERAH,REDHILL LANE,4 ROOM,01 TO 03,662500,110.5,2,556.9984033
Central Region,BUKIT MERAH,REDHILL LANE,5 ROOM,01 TO 03,735833.3333,126.6666667,6,539.6938402
Central Region,BUKIT MERAH,REDHILL LANE,4 ROOM,01 TO 05,670000,114,1,546.0096231
Central Region,BUKIT MERAH,REDHILL LANE,5 ROOM,01 TO 05,741000,126,1,546.358883
Central Region,BUKIT MERAH,REDHILL LANE,4 ROOM,04 TO 06,692000,109.3333333,3,588.0088344
Central Region,BUKIT MERAH,REDHILL LANE,5 ROOM,04 TO 06,836571.4286,127.5714286,7,609.2281397
Central Region,BUKIT MERAH,REDHILL LANE,4 ROOM,06 TO 10,685000,107,1,594.7536821
Central Region,BUKIT MERAH,REDHILL LANE,5 ROOM,06 TO 10,759000,126,1,559.6307587
Central Region,BUKIT MERAH,REDHILL LANE,5 ROOM,07 TO 09,816200,123.2,5,615.4832356
Central Region,BUKIT MERAH,REDHILL LANE,5 ROOM,10 TO 12,837777.6,123.2,5,631.7545552
Central Region,BUKIT MERAH,REDHILL LANE,5 ROOM,13 TO 15,854600,126.4,5,628.1251172
Central Region,BUKIT MERAH,REDHILL LANE,5 ROOM,16 TO 18,852177.6,126,5,628.3330657
Central Region,BUKIT MERAH,REDHILL LANE,5 ROOM,16 TO 20,850000,123,1,642.0134994
Central Region,BUKIT MERAH,REDHILL LANE,5 ROOM,19 TO 21,939500,135,4,646.536967
Central Region,BUKIT MERAH,REDHILL RD,4 ROOM,01 TO 03,674890.6667,97.5,12,643.0713362
Central Region,BUKIT MERAH,REDHILL RD,5 ROOM,01 TO 03,771846.1538,115,13,623.5384652
Central Region,BUKIT MERAH,REDHILL RD,4 ROOM,01 TO 05,690500,100,2,641.496112
Central Region,BUKIT MERAH,REDHILL RD,5 ROOM,01 TO 05,810000,115,1,654.3611759
Central Region,BUKIT MERAH,REDHILL RD,4 ROOM,04 TO 06,711888.8889,97.77777778,9,676.3981288
Central Region,BUKIT MERAH,REDHILL RD,5 ROOM,04 TO 06,798121.4118,115,17,644.7650191
Central Region,BUKIT MERAH,REDHILL RD,4 ROOM,06 TO 10,711000,96.66666667,3,683.3185382
Central Region,BUKIT MERAH,REDHILL RD,5 ROOM,06 TO 10,808000,115,1,652.7454693
Central Region,BUKIT MERAH,REDHILL RD,4 ROOM,07 TO 09,732464.2857,100,14,680.4822469
Central Region,BUKIT MERAH,REDHILL RD,5 ROOM,07 TO 09,829090.9091,115,11,669.7838298
Central Region,BUKIT MERAH,REDHILL RD,4 ROOM,10 TO 12,746057.3333,98.33333333,12,704.8582511
Central Region,BUKIT MERAH,REDHILL RD,5 ROOM,10 TO 12,841625,115,8,679.9095366
Central Region,BUKIT MERAH,REDHILL RD,5 ROOM,11 TO 15,805666.6667,115,3,650.8604782
Central Region,BUKIT MERAH,REDHILL RD,4 ROOM,13 TO 15,744930.5,98.125,16,705.2878982
Central Region,BUKIT MERAH,REDHILL RD,5 ROOM,13 TO 15,846666.6667,115,6,683.9824637
Central Region,BUKIT MERAH,REDHILL RD,4 ROOM,16 TO 18,766779.7333,99.33333333,15,717.1433273
Central Region,BUKIT MERAH,REDHILL RD,5 ROOM,16 TO 18,852700,115,10,688.8565119
Central Region,BUKIT MERAH,REDHILL RD,4 ROOM,16 TO 20,747000,100,3,693.9863804
Central Region,BUKIT MERAH,REDHILL RD,5 ROOM,16 TO 20,828333.3333,115,3,669.1718198
Central Region,BUKIT MERAH,REDHILL RD,4 ROOM,19 TO 21,781982.6667,98.88888889,18,734.6491409
Central Region,BUKIT MERAH,REDHILL RD,5 ROOM,19 TO 21,864076.9231,115,13,698.0473968
Central Region,BUKIT MERAH,REDHILL RD,4 ROOM,21 TO 25,755000,100,1,701.4186308
Central Region,BUKIT MERAH,REDHILL RD,5 ROOM,21 TO 25,832500,115,2,672.5378752
Central Region,BUKIT MERAH,REDHILL RD,4 ROOM,22 TO 24,782988.8889,99.44444444,18,731.4849901
Central Region,BUKIT MERAH,REDHILL RD,5 ROOM,22 TO 24,876666.6667,115,9,708.2180628
Central Region,BUKIT MERAH,REDHILL RD,4 ROOM,25 TO 27,782666.6667,97.33333333,15,747.0429761
Central Region,BUKIT MERAH,REDHILL RD,5 ROOM,25 TO 27,875400,115,10,707.1947819
Central Region,BUKIT MERAH,REDHILL RD,4 ROOM,26 TO 30,745000,100,2,692.1283178
Central Region,BUKIT MERAH,REDHILL RD,5 ROOM,26 TO 30,838750,115,2,677.5869583
Central Region,BUKIT MERAH,REDHILL RD,4 ROOM,28 TO 30,806816.9412,98.82352941,17,758.4815028
Central Region,BUKIT MERAH,REDHILL RD,5 ROOM,28 TO 30,901000,115,12,727.8758265
Central Region,BUKIT MERAH,SENG POH RD,3 ROOM,01 TO 03,640766.6667,88,3,676.4685099
Central Region,BUKIT MERAH,SENG POH RD,3 ROOM,04 TO 06,570000,88,1,601.7589096
Central Region,BUKIT MERAH,SENG POH RD,4 ROOM,04 TO 06,830000,110,1,700.9963438
Central Region,BUKIT MERAH,SILAT AVE,3 ROOM,01 TO 03,346857.1429,69.14285714,7,466.0512385
Central Region,BUKIT MERAH,SILAT AVE,4 ROOM,01 TO 03,480000,93,1,479.5000253
Central Region,BUKIT MERAH,SILAT AVE,5 ROOM,01 TO 03,630000,134,1,436.7833719
Central Region,BUKIT MERAH,SILAT AVE,3 ROOM,04 TO 06,339714.2857,67,7,471.0525435
Central Region,BUKIT MERAH,SILAT AVE,3 ROOM,07 TO 09,356944,67,2,494.9435045
Central Region,BUKIT MERAH,SILAT AVE,4 ROOM,07 TO 09,505000,93,1,504.473985
Central Region,BUKIT MERAH,SILAT AVE,3 ROOM,10 TO 12,386648,72,6,498.9001302
Central Region,BUKIT MERAH,SILAT AVE,3 ROOM,13 TO 15,398296,72,3,513.9297921
Central Region,BUKIT MERAH,SPOTTISWOODE PK RD,5 ROOM,01 TO 03,662428.5714,121.1428571,7,508.0092139
Central Region,BUKIT MERAH,SPOTTISWOODE PK RD,5 ROOM,01 TO 05,625000,122,1,475.9381655
Central Region,BUKIT MERAH,SPOTTISWOODE PK RD,5 ROOM,04 TO 06,694000,120.7,10,534.1737544
Central Region,BUKIT MERAH,SPOTTISWOODE PK RD,5 ROOM,07 TO 09,688526.8571,120.4285714,7,531.1555165
Central Region,BUKIT MERAH,SPOTTISWOODE PK RD,5 ROOM,10 TO 12,717098.6667,121.4444444,9,548.5694376
Central Region,BUKIT MERAH,SPOTTISWOODE PK RD,5 ROOM,13 TO 15,731666.6667,122.5,6,554.8908031
Central Region,BUKIT MERAH,SPOTTISWOODE PK RD,5 ROOM,16 TO 18,740571.4286,121.7142857,7,565.2697482
Central Region,BUKIT MERAH,SPOTTISWOODE PK RD,5 ROOM,16 TO 20,712888,118,1,561.2671735
Central Region,BUKIT MERAH,SPOTTISWOODE PK RD,5 ROOM,19 TO 21,769166.6667,120.5,12,593.0123714
Central Region,BUKIT MERAH,SPOTTISWOODE PK RD,5 ROOM,21 TO 25,745000,124,1,558.1679982
Central Region,BUKIT MERAH,SPOTTISWOODE PK RD,5 ROOM,22 TO 24,770972,120.5,4,594.4042479
Central Region,BUKIT MERAH,TAMAN HO SWEE,2 ROOM,01 TO 03,252000,47.8,5,489.7821911
Central Region,BUKIT MERAH,TAMAN HO SWEE,3 ROOM,01 TO 03,318600,54,13,548.1284664
Central Region,BUKIT MERAH,TAMAN HO SWEE,3 ROOM,01 TO 05,319500,54,2,549.6768519
Central Region,BUKIT MERAH,TAMAN HO SWEE,3 ROOM,04 TO 06,327452.9231,55.84615385,13,544.7358387
Central Region,BUKIT MERAH,TAMAN HO SWEE,3 ROOM,06 TO 10,374000,60,2,579.0961764
Central Region,BUKIT MERAH,TAMAN HO SWEE,2 ROOM,07 TO 09,238000,49,1,451.2437738
Central Region,BUKIT MERAH,TAMAN HO SWEE,3 ROOM,07 TO 09,352423.0769,55.84615385,13,586.2750546
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,1 ROOM,01 TO 03,210350,31,20,630.3926895
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,3 ROOM,01 TO 03,307892.5333,67.26666667,30,425.2355801
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,4 ROOM,01 TO 03,475125.8667,90.66666667,15,486.8457365
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,5 ROOM,01 TO 03,588333.3333,119.8333333,6,456.1168965
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,3 ROOM,01 TO 05,343333.3333,68.33333333,6,466.7815795
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,4 ROOM,01 TO 05,560000,99,1,525.512654
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,5 ROOM,01 TO 05,655600,120,3,507.5607664
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,1 ROOM,04 TO 06,214545.4545,31,22,642.965943
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,3 ROOM,04 TO 06,321361.8378,67.22972973,74,444.082115
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,4 ROOM,04 TO 06,513200,93.1,10,512.1147827
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,5 ROOM,04 TO 06,707444.4444,126.4444444,9,519.7840317
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,3 ROOM,06 TO 10,364714.2857,68,7,498.2808627
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,4 ROOM,06 TO 10,500000,86.5,4,537.0123116
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,5 ROOM,06 TO 10,730000,153,1,443.2632996
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,1 ROOM,07 TO 09,215100,31,20,644.6278465
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,3 ROOM,07 TO 09,336925.0811,68.39189189,74,457.6769806
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,4 ROOM,07 TO 09,490272.7273,88.54545455,11,514.4010057
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,5 ROOM,07 TO 09,661000,118.1666667,6,519.6809777
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,1 ROOM,10 TO 12,208011.6522,31,23,623.384953
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,3 ROOM,10 TO 12,334765.3103,67.24137931,58,462.5239017
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,4 ROOM,10 TO 12,518619.1304,91.2173913,23,528.2034463
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,5 ROOM,10 TO 12,677907.3333,120.0833333,12,524.4667291
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,3 ROOM,11 TO 15,359400,67,5,498.3490282
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,3 ROOM,13 TO 15,334610.383,66.76595745,47,465.6018286
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,4 ROOM,13 TO 15,536585.0667,92.8,15,537.181381
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,5 ROOM,13 TO 15,676600,118.2,10,531.7957504
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,3 ROOM,16 TO 18,368142.8571,68.85714286,7,496.7040784
Central Region,BUKIT MERAH,TELOK BLANGAH CRES,4 ROOM,16 TO 18,627500,99.83333333,6,583.9403741
